name,mos
RedAndBlack_r01.ply,0.319999602
RedAndBlack_r02.ply,0.422415648
RedAndBlack_r03.ply,0.75351279
RedAndBlack_r04.ply,0.384910131
RedAndBlack_r05.ply,0.501510879
RedAndBlack_r06.ply,0.752852842
RedAndBlack_r07.ply,0.570960162
RedAndBlack_r08.ply,0.559932272
RedAndBlack_r09.ply,0.780376187
RedAndBlack_r10.ply,0.34300259
RedAndBlack_r11.ply,0.409672528
RedAndBlack_r12.ply,0.541593255
RedAndBlack_r13.ply,0.309204963
RedAndBlack_r14.ply,0.355716475
RedAndBlack_r15.ply,0.749551424
RedAndBlack_r16.ply,0.387155696
RedAndBlack_r17.ply,0.607475479
Ricardo_r01.ply,0.388078082
Ricardo_r02.ply,0.464501281
Ricardo_r03.ply,0.636571164
Ricardo_r04.ply,0.420846231
Ricardo_r05.ply,0.444741059
Ricardo_r06.ply,0.650232024
Ricardo_r07.ply,0.494149586
Ricardo_r08.ply,0.565415889
Ricardo_r09.ply,0.683446425
Ricardo_r10.ply,0.388072166
Ricardo_r11.ply,0.422517974
Ricardo_r12.ply,0.489064832
Ricardo_r13.ply,0.370478734
Ricardo_r14.ply,0.411253453
Ricardo_r15.ply,0.660307416
Ricardo_r16.ply,0.398619787
Ricardo_r17.ply,0.574929615
RomanOillamp_r01.ply,0.361387494
RomanOillamp_r02.ply,0.48922322
RomanOillamp_r03.ply,0.817433212
RomanOillamp_r04.ply,0.393915388
RomanOillamp_r05.ply,0.474695584
RomanOillamp_r06.ply,0.835799329
RomanOillamp_r07.ply,0.486990303
RomanOillamp_r08.ply,0.554946236
RomanOillamp_r09.ply,0.841111326
RomanOillamp_r10.ply,0.345365585
RomanOillamp_r11.ply,0.401129628
RomanOillamp_r12.ply,0.458059554
RomanOillamp_r13.ply,0.372726186
RomanOillamp_r14.ply,0.450338359
RomanOillamp_r15.ply,0.783520252
RomanOillamp_r16.ply,0.421107855
RomanOillamp_r17.ply,0.671630649
Sarah_r01.ply,0.374414953
Sarah_r02.ply,0.369062211
Sarah_r03.ply,0.505601324
Sarah_r04.ply,0.435566177
Sarah_r05.ply,0.456017321
Sarah_r06.ply,0.528241803
Sarah_r07.ply,0.527937629
Sarah_r08.ply,0.543916029
Sarah_r09.ply,0.618100061
Sarah_r10.ply,0.386718365
Sarah_r11.ply,0.44028623
Sarah_r12.ply,0.548100848
Sarah_r13.ply,0.402514715
Sarah_r14.ply,0.405067814
Sarah_r15.ply,0.501830215
Sarah_r16.ply,0.359322667
Sarah_r17.ply,0.531371536
