name,mos
Soldier_r01.ply,0.328365392
Soldier_r02.ply,0.486386518
Soldier_r03.ply,0.72943829
Soldier_r04.ply,0.392602946
Soldier_r05.ply,0.569066476
Soldier_r06.ply,0.757590647
Soldier_r07.ply,0.433055421
Soldier_r08.ply,0.610025496
Soldier_r09.ply,0.75889642
Soldier_r10.ply,0.337164733
Soldier_r11.ply,0.367934967
Soldier_r12.ply,0.435308863
Soldier_r13.ply,0.333690774
Soldier_r14.ply,0.49026156
Soldier_r15.ply,0.73711483
Soldier_r16.ply,0.404574182
Soldier_r17.ply,0.634118272
The20sMaria_r01.ply,0.349670223
The20sMaria_r02.ply,0.382963807
The20sMaria_r03.ply,0.637426327
The20sMaria_r04.ply,0.336972573
The20sMaria_r05.ply,0.378733231
The20sMaria_r06.ply,0.665730222
The20sMaria_r07.ply,0.434143555
The20sMaria_r08.ply,0.464054057
The20sMaria_r09.ply,0.723381785
The20sMaria_r10.ply,0.341434415
The20sMaria_r11.ply,0.332901074
The20sMaria_r12.ply,0.410955198
The20sMaria_r13.ply,0.330665936
The20sMaria_r14.ply,0.374823801
The20sMaria_r15.ply,0.628304096
The20sMaria_r16.ply,0.355579533
The20sMaria_r17.ply,0.479574417
ULBUnicorn_r01.ply,0.386630769
ULBUnicorn_r02.ply,0.39584253
ULBUnicorn_r03.ply,0.582907489
ULBUnicorn_r04.ply,0.392789121
ULBUnicorn_r05.ply,0.406516119
ULBUnicorn_r06.ply,0.611368911
ULBUnicorn_r07.ply,0.400755487
ULBUnicorn_r08.ply,0.410658716
ULBUnicorn_r09.ply,0.602581004
ULBUnicorn_r10.ply,0.363517523
ULBUnicorn_r11.ply,0.394244811
ULBUnicorn_r12.ply,0.406817799
ULBUnicorn_r13.ply,0.347514357
ULBUnicorn_r14.ply,0.381978402
ULBUnicorn_r15.ply,0.568838583
ULBUnicorn_r16.ply,0.40747966
ULBUnicorn_r17.ply,0.476611816
UlliWegner_r01.ply,0.359055652
UlliWegner_r02.ply,0.510872056
UlliWegner_r03.ply,0.81383964
UlliWegner_r04.ply,0.42714003
UlliWegner_r05.ply,0.484173677
UlliWegner_r06.ply,0.80481351
UlliWegner_r07.ply,0.600445811
UlliWegner_r08.ply,0.617092656
UlliWegner_r09.ply,0.818348034
UlliWegner_r10.ply,0.351822463
UlliWegner_r11.ply,0.424054324
UlliWegner_r12.ply,0.563411746
UlliWegner_r13.ply,0.337480401
UlliWegner_r14.ply,0.498606647
UlliWegner_r15.ply,0.76131138
UlliWegner_r16.ply,0.40305519
UlliWegner_r17.ply,0.726368806
